mDNS_DeregisterInterface: Frequent transitions for interface awdl0 (FE80:0000:0000:0000:D8A5:90FF:FEF5:7FFF),mDNS_DeregisterInterface: Frequent transitions for interface awdl0 (<*> :<*> :<*> :<*> :<*> ),mDNS_DeregisterInterface: Frequent transitions for interface awdl0 (<*>)
en0::IO80211Interface::postMessage bssid changed,en0::IO80211Interface::postMessage bssid changed,<*>::<*>::postMessage bssid changed
AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = 1 dlla_reporting_supported = 0,<*> ::waitForOk2Go2Sx - intel_rp = <*> dlla_reporting_supported = <*>,<*>::<*> - intel_rp = <*> dlla_reporting_supported = <*>
mDNS_RegisterInterface: Frequent transitions for interface en0 (FE80:0000:0000:0000:C6B3:01FF:FECD:467F),mDNS_RegisterInterface: Frequent transitions for interface en0 (<*> :<*> :<*> ),mDNS_RegisterInterface: Frequent transitions for interface en0 (<*>)
ARPT: 621799.252673: AQM agg results 0x8001 len hi/lo: 0x0 0x26 BAbitmap(0-3) 0 0 0 0,ARPT: <*> : AQM agg results <*> : len hi/lo: <*>,ARPT: <*>: AQM agg results <*> len hi/lo: <*> <*> BAbitmap(<*>-<*>) <*>
Unrecognized attribute value: t:AbchPersonItemType,Unrecognized attribute value: <*>,Unrecognized attribute value: t:AbchPersonItemType
"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={ NSDescription=Account identity not set}","SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=<*> ""Account identity not set"" UserInfo=<*> NSDescription=Account identity not set<*>","SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=<*> ""Account identity not set"" UserInfo={NSDescription=Account identity not set}"
"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data","CFPasteboardRef CFPasteboardCreate(<*>, <*>, <*> ) : failed to create global data","CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data"
10:46:47.425 : BTLE scanner Powered On,<*> :<*> : <*> : <*> : <*>,<*>:<*>:<*> : BTLE scanner Powered On
11:20:51.293 : BTLE discovered device with hash < 01faa200 00000000 0000>,<*> : <*> : <*> : <*> : <*> : <*> : <*> : <*> : <*>,<*>:<*>:<*> : BTLE discovered device with hash <*> <*> <*>
"securityd_xpc_dictionary_handler cloudd[326] copy_matching Error Domain=NSOSStatusErrorDomain Code=-50 ""query missing class name"" (paramErr: error in user parameter list) UserInfo={ NSDescription=query missing class name}","securityd_xpc_dictionary_handler cloudd[<*> ] copy_matching Error Domain=NSOSStatusErrorDomain Code=<*> ""query missing class name"" (<*> ) error in user parameter list) UserInfo=<*> NSDescription=query missing class name<*>","securityd_xpc_dictionary_handler cloudd[<*>] copy_matching Error Domain=NSOSStatusErrorDomain Code=<*> ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}"
en0::IO80211Interface::postMessage bssid changed,en0::IO80211Interface::postMessage bssid changed,<*>::<*>::postMessage bssid changed
__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! QQ.10018 tc19060 125.39.133.143:14000,<*> -[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! QQ.<*> tc19060 <*> :<*>,<*>-[NETClientConnection <*>]_block_invoke CI46 - Hit by torpedo! <*> <*> <*>:<*>
"Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0","Setting BTCoex Config: enable_2G:<*>, profile_2g:<*>, enable_5G:<*>, profile_5G:<*>","Setting BTCoex Config: <*>:<*>, <*>:<*>, <*>:<*>, <*>:<*>"
"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 16227 seconds. Ignoring.","com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
en0::IO80211Interface::postMessage bssid changed,en0::IO80211Interface::postMessage bssid changed,<*>::<*>::postMessage bssid changed
11:46:19.229 : Finished generating hashes,<*> : <*> : Finished generating hashes,<*>:<*>:<*> : Finished generating hashes
"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 16034 seconds. Ignoring.","com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
ARPT: 626380.467130: ARPT: Wake Reason: Wake on Scan offload,ARPT: <*> : <*> : ARPT: Wake Reason: Wake on Scan offload,ARPT: <*>: ARPT: Wake Reason: Wake on Scan offload
Unrecognized attribute value: t:AbchPersonItemType,Unrecognized attribute value: <*>,Unrecognized attribute value: t:AbchPersonItemType
tcp_connection_destination_perform_socket_connect 19110 connectx to 183.57.48.75:80@0 failed: [50] Network is down,tcp_connection_destination_perform_socket_connect <*> connectx to <*> failed: [<*> ] Network is down,tcp_connection_destination_perform_socket_connect <*> connectx to <*>:<*>@<*> failed: [<*>] Network is down
AirPort: Link Down on en0. Reason 8 (Disassociated because station leaving).,AirPort: Link Down on en0. Reason 8 (Disassociated because station leaving).,AirPort: Link Down on en0. Reason <*> (Disassociated because station leaving).
11:49:29.473 : BTLE scanner Powered On,<*> : <*> : BTLE scanner Powered On,<*>:<*>:<*> : BTLE scanner Powered On
[0701/114930:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,[<*> :<*> :WARNING:dns_config_service_posix.cc(<*> )] Failed to read DnsConfig.,[<*>/<*>:WARNING:dns_config_service_posix.cc(<*>)] Failed to read DnsConfig.
Saw change in network reachability (isReachable=2),Saw change in network reachability (isReachable=2),Saw change in network reachability (isReachable=<*>)
"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 15759 seconds. Ignoring.","com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
"Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0","Setting BTCoex Config: enable_2G:<*>, profile_2g:<*>, enable_5G:<*>, profile_5G:<*>","Setting BTCoex Config: <*>:<*>, <*>:<*>, <*>:<*>, <*>:<*>"
-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID,-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (<*> is expected for daemons without bundle ID,-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID
AirPort: Link Down on en0. Reason 8 (Disassociated because station leaving).,AirPort: Link Down on en0. Reason 8 (Disassociated because station leaving).,AirPort: Link Down on en0. Reason <*> (Disassociated because station leaving).
"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 15323 seconds. Ignoring.","com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={ NSDescription=Account identity not set}","SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=<*> ""Account identity not set"" UserInfo=<*> NSDescription=Account identity not set<*>","SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=<*> ""Account identity not set"" UserInfo={NSDescription=Account identity not set}"
"RTC: Maintenance 2017/7/1 19:52:56, sleep 2017/7/1 19:40:18","RTC: Maintenance 2017/7/1 19:<*> :<*>, sleep 2017/7/1 19:<*> :<*>","RTC: Maintenance <*>/<*>/<*> <*>:<*>:<*>, sleep <*>/<*>/<*> <*>:<*>:<*>"
en0: 802.11d country code set to 'X3'.,en0: <*> d country code set to 'X3'.,en0: <*> country code set to '<*>'.
ARPT: 627355.597577: ARPT: Wake Reason: Wake on Scan offload,ARPT: <*> : <*> : ARPT: Wake Reason: Wake on Scan offload,ARPT: <*>: ARPT: Wake Reason: Wake on Scan offload
QQ(10018) deny mach-lookup com.apple.networking.captivenetworksupport,QQ(<*> ) deny mach-lookup <*>,<*>(<*>) deny mach-lookup com.apple.networking.captivenetworksupport
"RTC: Maintenance 2017/7/1 21:52:00, sleep 2017/7/1 21:39:51","RTC: Maintenance 2017/7/1 21:<*>, sleep 2017/7/1 21:<*> :<*>","RTC: Maintenance <*>/<*>/<*> <*>:<*>:<*>, sleep <*>/<*>/<*> <*>:<*>:<*>"
"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={ NSDescription=Account identity not set}","SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=<*> ""Account identity not set"" UserInfo=<*> NSDescription=Account identity not set<*>","SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=<*> ""Account identity not set"" UserInfo={NSDescription=Account identity not set}"
"pages 1471315, wire 491253, act 449877, inact 3, cleaned 0 spec 5, zf 23, throt 0, compr 345876, xpmapped 40000","pages <*>, wire <*>, act <*>, inact <*>, cleaned <*> spec, <*>, throt <*>, compr <*>, xpmapped <*>","pages <*>, wire <*>, act <*>, inact <*>, cleaned <*> spec <*>, zf <*>, throt <*>, compr <*>, xpmapped <*>"
"VDCAssistant: Found a camera (0x1430000005ac8290), but was not able to start it up (0x0 -- (os/kern) successful)","VDCAssistant: Found a camera (0x<*> ), but was not able to start it up (0x<*> ) successful","VDCAssistant: Found a camera (<*>) , but was not able to start it up (<*> -- (os/kern) successful)"
handle_will_sleep_auth_and_shield_windows: Reordering authw 0x7fa823a04400(2004) (lock state: 3),handle_will_sleep_auth_and_shield_windows: Reordering authw <*> (<*> ) (<*> ) (<*> ) (<*> ) (<*> ) (<*> ),handle_will_sleep_auth_and_shield_windows: Reordering authw <*>(<*>) (lock state: <*>)
"2017-07-01 19:46:26.133 GoogleSoftwareUpdateAgent[31702/0x7000002a0000] [lvl=2] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Checking with local engine: < KSUpdateEngine:0x100259c60 ticketStore=< KSPersistentTicketStore:0x100253770 store=< KSKeyedPersistentStore:0x100254d10 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore"" lockFile=< KSLockFile:0x100254d80 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore.lock"" locked=NO > >> processor=< KSActionProcessor:0x100259e70 delegate=< KSUpdateEngine:0x100259c60> isProcessing=NO actions",<*> :<*> :<*> ] [lvl=<*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ],"<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Checking with local engine: <KSUpdateEngine:<*> ticketStore=<KSPersistentTicketStore:<*> store=<KSKeyedPersistentStore:<*> path=""<*>"" lockFile=<KSLockFile:<*> path=""<*>"" locked=NO > >> processor=<KSActionProcessor:<*> delegate=<KSUpdateEngine:<*> isProcessing=NO actionsCompleted=<*> progress=<*> errors=<*> currentActionErrors=<*> events=<*> currentActionEvents=<*> actionQueue=( ) > delegate=(<*>) serverInfoStore=<KSServerPrivateInfoStore:<*> path=<*> errors=<*> >"
-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor < ISBindingImageDescriptor: 0x7f9950712080>.,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <*> ISBindingImageDescriptor: <*>.,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: <*>.
-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor < ISBindingImageDescriptor: 0x7f9951303310>.,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <*> ISBindingImageDescriptor: <*>.,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: <*>.
tcp_connection_tls_session_error_callback_imp 1977 __tcp_connection_tls_session_callback_write_block_invoke.434 error 22,tcp_connection_tls_session_error_callback_imp 1977 __tcp_connection_tls_session_callback_write_block_invoke.<*> error <*>,tcp_connection_tls_session_error_callback_imp <*> __tcp_connection_tls_session_callback_write_block_invoke.<*> error <*>
-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor < ISBindingImageDescriptor: 0x7f9951105bf0>.,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <*> ISBindingImageDescriptor: <*>.,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: <*>.
"SecOSStatusWith error:[-50] Error Domain=NSOSStatusErrorDomain Code=-50 ""query missing class name"" (paramErr: error in user parameter list) UserInfo={ NSDescription=query missing class name}","SecOSStatusWith error:[<*> ] Error Domain=NSOSStatusErrorDomain Code=<*> ""query missing class name"" (<*> ) error in user parameter list) UserInfo=<*> NSDescription=query missing class name<*>","SecOSStatusWith error:[<*>] Error Domain=NSOSStatusErrorDomain Code=<*> ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}"
WARNING: Type1 font data isn't in the correct format required by the Adobe Type 1 Font Format specification.,WARNING: Type1 font data isn't in the correct format required by the Adobe Type 1 Font Format specification.,WARNING: Type1 font data isn't in the correct format required by the Adobe Type <*> Font Format specification.
-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor < ISBindingImageDescriptor: 0x7f9950712080>.,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <*> ISBindingImageDescriptor: <*>.,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: <*>.
-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor < ISBindingImageDescriptor: 0x7f9950712080>.,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <*> ISBindingImageDescriptor: <*>.,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: <*>.
-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor < ISBindingImageDescriptor: 0x7f9951005740>.,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <*> ISBindingImageDescriptor: <*>.,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: <*>.
-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor < ISBindingImageDescriptor: 0x7f9950606790>.,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <*> ISBindingImageDescriptor: <*>.,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: <*>.
"com.apple.ical.sync.x-coredata://DB05755C-483D-44B7-B93B-ED06E57FF420/CalDAVPrincipal/p11: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 59 seconds. Ignoring.","com.apple.ical.sync.x-coredata://<*> -<*> -<*> -<*> : scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.","com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring."
"device_generate_desktop_screenshot: authw 0x7fa823c89600(2000), shield 0x7fa8258cac00(2001)","device_generate_desktop_screenshot: authw <*>, shield <*>","device_generate_desktop_screenshot: authw <*>(<*>), shield <*>(<*>)"
-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor < ISBindingImageDescriptor: 0x7f9950606790>.,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <*> ISBindingImageDescriptor: <*>.,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: <*>.
-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor < ISBindingImageDescriptor: 0x7f9950606790>.,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <*> ISBindingImageDescriptor: <*>.,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: <*>.
"device_generate_desktop_screenshot: authw 0x7fa823c89600(2000), shield 0x7fa8258cac00(2001)","device_generate_desktop_screenshot: authw <*>, shield <*>","device_generate_desktop_screenshot: authw <*>(<*>), shield <*>(<*>)"
-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor < ISBindingImageDescriptor: 0x7f9950712080>.,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <*> ISBindingImageDescriptor: <*>.,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: <*>.
[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].],[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].],[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-<*>].]
02:18:39.156 : BTLE scanner Powered On,<*> :<*> : <*> : <*> : BTLE scanner Powered On,<*>:<*>:<*> : BTLE scanner Powered On
network changed: v4(en0-:10.105.163.202) v6(en0:2607:f140:6000:8:c6b3:1ff:fecd:467f) DNS! Proxy SMB,network changed: <*> (en0-:<*> ) v6(<*> ) <*>,network changed: <*>(<*>:<*>) <*>(<*>) DNS! Proxy SMB
[IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- 0x7000,[<*> ][<*> ][<*> ] Received Bluetooth Controller register service notification -- <*>,[IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- <*>
"2017-07-02 10:40:07.676 GoogleSoftwareUpdateAgent[32012/0x7000002a0000] [lvl=2] -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for ""com.google.Keystone"" using engine < KSUpdateEngine:0x100313e70 ticketStore=< KSPersistentTicketStore:0x100332a60 store=< KSKeyedPersistentStore:0x100315fa0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore"" lockFile=< KSLockFile:0x1003176d0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore.lock"" locked=NO > >> processor=< KSActionProcessor:0x1003143e0 delegate=< KSUpdateEngine:0x100313e70","<*> :<*> :<*> ] <*> ] <*> ] <*> -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for ""com.google.Keystone"" using engine <*> ] [<*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*>","<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for ""com.google.Keystone"" using engine <KSUpdateEngine:<*> ticketStore=<KSPersistentTicketStore:<*> store=<KSKeyedPersistentStore:<*> path=""<*>"" lockFile=<KSLockFile:<*> path=""<*>"" locked=NO > >> processor=<KSActionProcessor:<*> delegate=<KSUpdateEngine:<*> isProcessing=NO actionsCompleted=<*> progress=<*> errors=<*> currentActionErrors=<*> events=<*> currentActionEvents=<*> actionQueue=( ) > delegate=(<*>) serverInfoStore=<KSServerPrivateInfoStore:<*> path=""<*>""> errors=<*> >"
2017/07/02 11:38:49.414 | I | VoipWrapper | DAVEngineImpl.cpp:1400:Close | close video chat. llFriendUIN = ******2341.,<*> :<*> :<*> :<*> | I | VoipWrapper | DAVEngineImpl.cpp:<*> :close video chat. llFriendUIN = *<*>.,<*>/<*>/<*> <*>:<*>:<*> | I | VoipWrapper | DAVEngineImpl.cpp:<*>:Close | close video chat. llFriendUIN = <*>.
"ARPT: 645791.413780: IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': No, 'TimeRemaining': 156,","ARPT: <*> : IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': No, 'TimeRemaining': <*>","ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': No, 'TimeRemaining': <*>,"
ARPT: 645795.024045: ARPT: Wake Reason: Wake on Scan offload,ARPT: <*> : <*> : ARPT: Wake Reason: Wake on Scan offload,ARPT: <*>: ARPT: Wake Reason: Wake on Scan offload
12:15:23.005 : Discoverable mode changed to Off,<*> : Discoverable mode changed to Off,<*>:<*>:<*> : Discoverable mode changed to Off
ARPT: 645957.322055: wl0: setup_keepalive: Local IP: 10.105.163.202,ARPT: <*> : wl0: setup_keepalive: Local IP: <*>.<*>,ARPT: <*>: wl0: setup_keepalive: Local IP: <*>
AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 4,<*> ::waitForOk2Go2Sx - retries = <*>,<*>::<*> - retries = <*>
Unrecognized attribute value: t:AbchPersonItemType,Unrecognized attribute value: <*>,Unrecognized attribute value: t:AbchPersonItemType
TBT W (2): 0x0040 [x],TBT W (2): <*> [x],TBT W (<*>): <*> [x]
-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID,-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (<*> is expected for daemons without bundle ID,-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID
mDNS_RegisterInterface: Frequent transitions for interface awdl0 (FE80:0000:0000:0000:D8A5:90FF:FEF5:7FFF),mDNS_RegisterInterface: Frequent transitions for interface awdl0 (<*> :<*> :<*> :<*> :<*> ),mDNS_RegisterInterface: Frequent transitions for interface awdl0 (<*>)
QQ(10018) deny mach-lookup com.apple.networking.captivenetworksupport,QQ(<*> ) deny mach-lookup <*>,<*>(<*>) deny mach-lookup com.apple.networking.captivenetworksupport
"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={ NSDescription=Account identity not set}","SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=<*> ""Account identity not set"" UserInfo=<*> NSDescription=Account identity not set<*>","SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=<*> ""Account identity not set"" UserInfo={NSDescription=Account identity not set}"
2017-07-02 15:46:40.516 GoogleSoftwareUpdateAgent[32432/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) launchedHelperTaskForToolPath:error:] KSOutOfProcessFetcher launched '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/ksfetch' with process id: 32433,<*> :<*> :<*> :<*> ] [<*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*> ] <*>,<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSOutOfProcessFetcher(PrivateMethods) launchedHelperTaskForToolPath:error:] KSOutOfProcessFetcher launched '<*>' with process id: <*>
"2017-07-02 15:46:40.697 GoogleSoftwareUpdateAgent[32432/0x7000002a0000] [lvl=2] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'com.google.Keystone'.","<*> :<*> :<*> :<*> ] [lvl=<*> ] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'com.google.Keystone'.","<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'com.google.Keystone'."
